run_id,current time,current time folder YYYY_MM_DD_hh_mm_ss,K,log2(K),D,M,bits,beta,max_channel_number,change_channel_size_across_layers,use_EMA,model_param_number,encoder_param_number,VQ_param_number,decoder_param_number,[percentage] encoder_param_number,[percentage] VQ_param_number,[percentage] decoder_param_number,last_train_loss_value,last_train_loss_value:(1/var)||X - X_rec ||^2,last_train_loss_value: (1+beta)*||Z_e-Z_q||^2,last_train_loss_value:beta*||Z_e-Z_q||^2,last_train_loss_value:||Z_e-Z_q||^2,[percentage] last_train_loss_value:(1/var)||X - X_rec ||^2,[percentage] last_train_loss_value: (1+beta)*||Z_e-Z_q||^2,[percentage] last_train_loss_value:beta*||Z_e-Z_q||^2,[percentage] last_train_loss_value:||Z_e-Z_q||^2,last_val_loss_value,last_val_loss_value:(1/var)||X - X_rec ||^2,last_val_loss_value: (1+beta)*||Z_e-Z_q||^2,last_val_loss_value:beta*||Z_e-Z_q||^2,last_val_loss_value:||Z_e-Z_q||^2,[percentage] last_val_loss_value:(1/var)||X - X_rec ||^2,[percentage] last_val_loss_value: (1+beta)*||Z_e-Z_q||^2,[percentage] last_val_loss_value:beta*||Z_e-Z_q||^2,[percentage] last_val_loss_value:||Z_e-Z_q||^2,mean test loss value,mean test loss value:(1/var)||X - X_rec ||^2,mean test loss value: (1+beta)*||Z_e-Z_q||^2,mean test loss value:beta*||Z_e-Z_q||^2,mean test loss value:||Z_e-Z_q||^2,[percentage] mean test loss value:(1/var)||X - X_rec ||^2,[percentage] mean test loss value: (1+beta)*||Z_e-Z_q||^2,[percentage] mean test loss value:beta*||Z_e-Z_q||^2,[percentage] mean test loss value:||Z_e-Z_q||^2,last_train_perplexity,last_val_perplexity,mean test perplexity,true_perplexity,last_train_entropy,last_val_entropy,mean test entropy,true_entropy
255,10:26  04.01.2023,2023_01_04_10_26_36,256,8,64,3,128,0.25,128,False,False,1995971,1030848,16384,948739,51.646441756919316,0.8208536095965322,47.53270463348415,0.0015902336441892355,0.0004774693649475618,0.0011127642786353438,0.00022255285572706876,0.000890211422908275,30.025107737611396,69.97489222426026,13.99497844485205,55.9799137794082,0.00182591108023189,0.0007909624109743163,0.0010349486956329201,0.00020698973912658403,0.0008279589565063361,43.3187803906565,56.68122105384683,11.336244210769365,45.34497684307746,0.001841981340106713,0.0008172733615570138,0.0010247079751923849,0.00020494159503847698,0.0008197663801539079,44.3692530299827,55.63074678775083,11.126149357550165,44.50459743020066,95.27363586425781,93.60197448730469,13.427678887033835,256,6.574005141446616,6.548467057954566,3.7471380364677565,8.0
256,12:39  04.01.2023,2023_01_04_12_39_12,256,8,64,3,128,0.25,256,False,False,7416131,3929408,16384,3470339,52.98460882096069,0.2209238213294776,46.794467357709834,0.0029710784656344913,0.0006687994834161751,0.002302278970394885,0.000460455794078977,0.001841823176315908,22.510327180919777,77.48967242112941,15.497934484225881,61.991737936903526,0.005166286835446954,0.00324096335680224,0.0019253235132055124,0.0003850647026411025,0.00154025881056441,62.73293489175485,37.267065777213006,7.4534131554426,29.8136526217704,0.0030880041812508807,0.0011798908250106876,0.0019081133544496254,0.0003816226708899251,0.0015264906835597003,38.20884803765844,61.79115190435694,12.358230380871387,49.43292152348555,73.65567016601562,71.00261688232422,13.026890698354691,256,6.202724686075366,6.149800292653671,3.7034208726259905,8.0
257,13:28  04.01.2023,2023_01_04_13_28_02,256,8,64,1,32,0.25,128,True,False,759219,412472,16384,330363,54.328461221334024,2.1580071099379756,43.51353166872799,0.9993052762001753,0.9993052762001753,1.8233895140572654e-10,3.646779028114531e-11,1.4587116112458123e-10,100.0,1.8246571468036704e-08,3.64931429360734e-09,1.459725717442936e-08,0.9628815241158009,0.9628815241158009,8.331202394629145e-10,1.666240478925829e-10,6.664961915703316e-10,100.0,8.65236499607733e-08,1.730472999215466e-08,6.921891996861864e-08,0.9590109264245257,0.9590109264245257,8.339486046171629e-10,1.6678972092343258e-10,6.671588836937303e-10,100.0,8.695923911173444e-08,1.739184782234689e-08,6.956739128938755e-08,1.0,1.0,1.0,256,0.0,0.0,0.0,8.0
258,14:16  04.01.2023,2023_01_04_14_16_55,256,8,64,1,32,0.25,256,True,False,2493219,1467952,16384,1008883,58.87778009071807,0.6571424331356371,40.4650774761463,0.12548737530596554,0.09764623075413208,0.027841144255944528,0.0055682288511889055,0.022272915404755622,77.81358922843776,22.186410535770438,4.437282107154087,17.74912842861635,0.2030209582298994,0.1709977025166154,0.03202325402526185,0.00640465080505237,0.02561860322020948,84.22662566836024,15.77337350018758,3.154674700037516,12.618698800150064,0.21237293393824075,0.18127506726477804,0.03109786704200701,0.006219573408401402,0.024878293633605608,85.35695387506107,14.643046298475326,2.9286092596950652,11.714437038780261,54.363033294677734,50.84285354614258,3.8482157252146862,256,5.76455405130723,5.66797309850599,1.944189676699908,8.0
259,15:20  04.01.2023,2023_01_04_15_20_24,256,8,64,1,32,0.25,128,False,False,2520515,1293120,16384,1211011,51.30380100892079,0.6500258875666283,48.04617310351257,0.004217198268937257,0.001803455147940743,0.0024137431303946264,0.00048274862607892527,0.001930994504315701,42.76429593610778,57.23570428674426,11.447140857348852,45.78856342939541,0.14132146397605538,0.1099185710772872,0.03140289263683371,0.0062805785273667425,0.02512231410946697,77.77910586597879,22.220893948674647,4.44417878973493,17.77671515893972,0.14441151499291038,0.11325123580393637,0.031160279246162936,0.006232055849232587,0.02492822339693035,78.42257995111832,21.577420088483034,4.315484017696607,17.26193607078643,33.280914306640625,33.50017547607422,3.7922975549008697,256,5.056623163208229,5.066096747406998,1.9230721668042385,8.0
260,17:35  04.01.2023,2023_01_04_17_35_32,256,8,64,1,32,0.25,256,False,False,9513795,4978240,16384,4519171,52.32654266777874,0.17221308636564062,47.501244245855624,0.0018548432878257397,0.000689037292128584,0.0011658060013057063,0.00023316120026114126,0.000932644801044565,37.14800579925425,62.85199450311904,12.570398900623807,50.28159560249523,0.15833181561902165,0.1387891685590148,0.01954264589585364,0.003908529179170728,0.01563411671668291,87.65715722793806,12.342842036800231,2.468568407360046,9.874273629440184,0.16113296183574022,0.14127194841638335,0.019861013196189603,0.003972202639237921,0.015888810556951682,87.6741461256057,12.325853735895468,2.4651707471790933,9.860682988716373,26.697364807128906,26.915559768676758,3.741149607405532,256,4.738625441020784,4.750368524595301,1.903481659966884,8.0
261,18:25  04.01.2023,2023_01_04_18_25_27,256,8,64,0,8,0.25,128,True,False,759867,412796,16384,330687,54.32476999264345,2.1561668028747136,43.51906320448184,0.7007877714931965,0.605401374399662,0.09538639768531235,0.01907727953706247,0.07630911814824988,86.38868984681469,13.611310237629967,2.722262047525993,10.889048190103972,0.6973818019032478,0.6010640189051628,0.0963177767698653,0.01926355535397306,0.07705422141589224,86.18865838838626,13.81134071852768,2.7622681437055356,11.049072574822143,0.6923940794949885,0.6024863389720849,0.08990774149316039,0.017981548298632077,0.07192619319452831,87.01494666325287,12.985053476877848,2.59701069537557,10.38804278150228,18.052963256835938,14.137757301330566,1.0,256,4.174163758873064,3.8214813757939305,0.0,8.0
262,19:15  04.01.2023,2023_01_04_19_15_51,256,8,64,0,8,0.25,256,True,False,2496563,1469624,16384,1010555,58.86588882395517,0.6562622293128593,40.47784894673197,0.9991937093436718,0.9991936516016722,6.305888682750505e-08,1.2611777365501009e-08,5.0447109462004036e-08,99.9999942211406,6.310977164670679e-06,1.2621954329341358e-06,5.048781731736543e-06,0.9629766456782818,0.9629766084253788,4.5604998111237194e-08,9.120999622247439e-09,3.6483998488989755e-08,99.99999613148427,4.735836358639298e-06,9.471672717278595e-07,3.788669086911438e-06,0.9591710796485131,0.959171041216905,4.560758437577306e-08,9.121516875154612e-09,3.6486067500618447e-08,99.99999599324782,4.754895695196095e-06,9.50979139039219e-07,3.803916556156876e-06,1.0,1.0,1.0,256,0.0,0.0,0.0,8.0
263,20:20  04.01.2023,2023_01_04_20_20_48,256,8,64,0,8,0.25,128,False,False,3045059,1555392,16384,1473283,51.07920733227173,0.5380519720635955,48.38274069566468,0.9993063292155663,0.9993062062809864,1.2644717721962037e-07,2.5289435443924074e-08,1.011577417756963e-07,99.99998769800848,1.2653495081821272e-05,2.5306990163642542e-06,1.0122796065457017e-05,0.9629765301942825,0.9629764184355736,1.1423305523727834e-07,2.2846611047455667e-08,9.138644418982267e-08,99.99998839445142,1.1862496297207947e-05,2.3724992594415897e-06,9.489997037766359e-06,0.9592270017383271,0.9592268835294817,1.2324743795560813e-07,2.4649487591121627e-08,9.859795036448651e-08,99.99998767665576,1.2848620580139746e-05,2.569724116027949e-06,1.0278896464111796e-05,1.0,1.0,1.0,256,0.0,0.0,0.0,8.0
264,22:38  04.01.2023,2023_01_04_22_38_52,256,8,64,0,8,0.25,256,False,False,11611459,6027072,16384,5568003,51.906241928770534,0.14110199243695387,47.95265607879251,0.9992088588575522,0.9992088588575522,8.651638896036336e-10,1.7303277792072672e-10,6.921311116829069e-10,100.0,8.658488982902141e-08,1.7316977965804282e-08,6.926791186321713e-08,0.9630176834762096,0.9630176834762096,1.7627553583476896e-09,3.525510716695379e-10,1.4102042866781517e-09,100.0,1.8304496257894903e-07,3.6608992515789806e-08,1.4643597006315922e-07,0.9591087048902409,0.9591087048902409,1.7627553583476896e-09,3.525510716695379e-10,1.4102042866781517e-09,100.0,1.8379098733645807e-07,3.675819746729162e-08,1.4703278986916647e-07,1.0,1.0,1.0,256,0.0,0.0,0.0,8.0
